dd,Unnamed: 0_x,customerEmail,transactionId,orderId,paymentMethodId,paymentMethodRegistrationFailure,paymentMethodType,paymentMethodProvider,transactionAmount,transactionFailed,orderState,Unnamed: 0_y,customerPhone,customerDevice,customerIPAddress,customerBillingAddress,No_Transactions,No_Orders,No_Payments,Fraud
802,607,johnlowery@gmail.com,g3bqf8xd,tc712d,j3foo2l16,0,card,JCB 16 digit,27,0,fulfilled,155,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,TRUE
717,569,johnlowery@gmail.com,soaefwfo,pc6hb6,8wpdnmsut,0,paypal,JCB 16 digit,46,0,fulfilled,40,737-377-9701x577,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,0,1,TRUE
227,164,briana34@gmail.com,0xj8t0jz,o2xkjm,qkhsgv41q,0,paypal,Maestro,18,0,fulfilled,48,952-580-9304x38838,s7dtery2p2f00b7qnwvv,f793:509a:b82a:f556:b199:c649:8ab3:3f0a,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",7,5,2,FALSE
193,151,brandon58@conner.com,w3jgb8qt,v1sq5r,r0735q7at,0,card,JCB 15 digit,14,1,fulfilled,42,726-715-7429x06218,qywyyrk5r87k21ij3p62,225.62.150.241,"USS Barr
FPO AE 16052-3851",8,3,1,FALSE
717,569,johnlowery@gmail.com,soaefwfo,pc6hb6,8wpdnmsut,0,paypal,JCB 16 digit,46,0,fulfilled,40,737-377-9701x577,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,0,1,TRUE
329,238,johnlowery@gmail.com,0ltw4chk,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,0,fulfilled,7,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,TRUE
99,57,caleb94@sutton.info,vby375q9,gzlvco,5a44rykx3,0,card,VISA 16 digit,39,0,fulfilled,14,7452086668,lixwrlvcr4g5ht600dk9,2efe:240f:cc33:306:8e47:b8d5:b466:f12a,"813 Miller Lakes
Lake Christina, SD 29778-1298",5,5,2,FALSE
312,235,johnlowery@gmail.com,w5wkltds,3ougge,opyep1aoj,0,card,VISA 16 digit,11,0,fulfilled,165,635.676.0955x524,969zz9zdj8z4gns4sx5p,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"548 Bryant Inlet
Veronicaside, OK 00522",4,4,2,TRUE
623,497,christinemills@mcgee.com,f0iufxzu,e5iy2q,1dcru1vlg,0,card,Voyager,45,0,fulfilled,141,(651)355-4709,zbn9it3s7yl69bjtrnqf,45.203.99.249,"5156 Greene Park Apt. 748
New Sandra, CA 14802-7364",5,5,2,TRUE
798,607,johnlowery@gmail.com,g3bqf8xd,tc712d,j3foo2l16,0,card,JCB 16 digit,27,0,fulfilled,45,+16(4)9016414340,cdx178qymd6vy77nm4x3,222.79.159.140,"77711 Pamela Ridge
New Kayla, IL 27182",3,2,1,TRUE
145,103,avaldez@gmail.com,j8cy8qqf,uotwbi,ogeeyw724,0,paypal,Maestro,19,1,fulfilled,26,203-573-2041,bwgvb5w8dm6upvi7ucqc,46.130.37.206,"304 Heather Fall
East Christina, UT 45880-4522",2,1,1,FALSE
504,378,mtrevino@gutierrez.net,wkw8llhg,m6zkwn,js2v4zlym,0,card,American Express,17,1,pending,102,390.417.8057,pycmjs4dqylc8rb0s9pt,6694:eef3:c2a3:9181:42a0:2df9:b2c1:2acd,"767 Tiffany Drive
Mirandaview, OH 42972-3228",1,1,4,TRUE
398,283,johnlowery@gmail.com,hjsrew5l,np906j,a8dggs0xt,0,card,JCB 16 digit,40,0,fulfilled,65,4712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,TRUE
641,515,mitchellgriffith@yahoo.com,91xu5lzd,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending,143,1-321-386-6855x0101,72stamnugxuz9ls1xx98,158.185.147.61,"Unit 6719 Box 6044
DPO AE 33534",15,3,1,FALSE
682,556,thomasryan@conrad.net,bgc001g0,szs0n9,zn4e11ck7,0,paypal,Diners Club / Carte Blanche,22,1,pending,152,1-192-434-2783,spoo36hycxgbo0y2tap7,3.225.227.70,"00373 Hicks Keys Suite 407
Millerside, HI 98544-8185",5,3,2,FALSE
631,505,cuevasvicki@gmail.com,pihkylay,syx6hl,h5wy1uso1,0,card,JCB 16 digit,26,0,fulfilled,142,347-432-4171,gjieqcwj7nq91qkgdqb1,89f4:de6f:d732:11dd:c56:c6e1:ce7a:d888,"69632 Baker Prairie Suite 013
Gonzalezhaven, UT 17435",6,5,3,FALSE
608,482,jordanthomas@hayes-wilson.biz,vn79akmv,anb5hm,fgfa24tpk,0,card,Mastercard,26,0,fulfilled,135,+36(0)4967812825,sfx5nec64m3aczye0lb4,227.48.202.65,"818 Andre Ferry
South Christopher, MA 53275",4,4,3,FALSE
349,240,johnlowery@gmail.com,aoyfjmwf,9eubwc,opyep1aoj,0,card,VISA 16 digit,12,0,fulfilled,79,1-820-539-4726x993,2in0fh7lep289n8dcbdz,163.128.139.42,"814 Wagner Union
Ashleymouth, HI 35617",2,2,1,TRUE
544,418,zgraham@yahoo.com,trxn5ehm,3g1bbj,4lbflweug,0,card,Discover,11,0,fulfilled,113,1-469-696-6266,t2ztblzdu5hhzuo5fl6g,114.134.196.43,"4608 Travis Spring
Sarahtown, KS 65613",5,4,3,FALSE
374,262,anthony04@gmail.com,kr4piaj6,4v3wor,sdu0pppij,1,card,Maestro,34,0,fulfilled,73,1-910-678-8300,pabten624qp5gacfxnxh,248.33.149.88,"412 Joshua Knoll Apt. 533
Davidland, ME 61496",2,2,1,FALSE
166,124,qramsey@hotmail.com,pz9du9rq,x4u7kx,yi3002uzs,0,card,Maestro,14,0,fulfilled,31,+45(0)7468859801,0o4xh6wbyuxwchh1la5f,58.43.60.165,"87265 Woods Square
Port Heidimouth, LA 03208-8304",6,5,2,FALSE
350,240,johnlowery@gmail.com,aoyfjmwf,9eubwc,opyep1aoj,0,card,VISA 16 digit,12,0,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,TRUE
703,567,johnlowery@gmail.com,ckvws967,b8mpa4,hs3hemcz6,0,card,Maestro,22,0,fulfilled,65,4712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,TRUE
675,549,1yf0@jedyz63t,7nib2tyk,st9dv0,0l7kszls7,0,card,VISA 13 digit,12,0,fulfilled,151,463-609-3475,j3a0155srqw0yeqvbgps,1fe2:1fa3:2a6f:845d:1037:2dac:2831:9d50,"12350 Nicholas Greens
Lawsonborough, NC 70237-3962",10,5,4,TRUE
68,28,johnlowery@gmail.com,c5w6btep,lajvhn,8xex97krx,0,card,VISA 16 digit,55,0,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,TRUE
366,254,hughesjonathan@pena.org,ec0xejv1,yqgi4r,644b30jam,0,card,Maestro,49,1,pending,72,5514762453,ntjnc4h0ldd2yia6m7u6,5176:b1b5:d308:40b9:7c25:f5bf:4258:52d2,"7444 Shelby Fords Apt. 290
Rhondaland, AS 85277-9573",7,5,3,FALSE
464,338,marissacollins@mckinney.com,ggmerx76,f1ykft,5n1znn6g7,0,card,JCB 15 digit,32,0,fulfilled,92,9686705337,jx3d90d32iz1zlo5jntm,a2df:1771:97bf:98cb:3a4c:c7ec:a113:b080,"95667 Alex Burg
Greenton, NH 20710-0614",6,5,1,FALSE
134,92,davismike@hotmail.com,lyq2dt5j,yqijlk,otujzzu3i,1,bitcoin,Diners Club / Carte Blanche,11,0,fulfilled,22,467-222-0933x910,4hzaaor6es3iyuiavyio,162.48.39.230,"07078 Brent Ways Apt. 999
Alvarezshire, ND 82309",4,3,1,FALSE
411,285,warrenedward@arnold.com,0w4ng8t4,03euof,v50sqfm8h,1,card,American Express,47,0,fulfilled,80,201.737.5119x64000,6py7ewqjkxjw8zjl9eri,45.203.99.249,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",4,4,14,TRUE
366,254,hughesjonathan@pena.org,ec0xejv1,yqgi4r,644b30jam,0,card,Maestro,49,1,pending,72,5514762453,ntjnc4h0ldd2yia6m7u6,5176:b1b5:d308:40b9:7c25:f5bf:4258:52d2,"7444 Shelby Fords Apt. 290
Rhondaland, AS 85277-9573",7,5,3,FALSE
411,285,warrenedward@arnold.com,0w4ng8t4,03euof,v50sqfm8h,1,card,American Express,47,0,fulfilled,80,201.737.5119x64000,6py7ewqjkxjw8zjl9eri,45.203.99.249,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",4,4,14,TRUE
159,117,catherine64@gmail.com,8810813t,81bac4,rc5kwqehi,0,bitcoin,VISA 13 digit,75,0,pending,29,563-396-2038x288,myjxxvd3jfn1eymfy50n,1289:d2a9:c65d:8fc7:7be4:129b:d7b:cf7b,"372 Michael Club Suite 553
Herrerafort, MH 52953",5,4,6,TRUE
695,566,johnlowery@gmail.com,t2tr0zve,1c0bds,hs3hemcz6,0,card,Maestro,47,0,fulfilled,65,4712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,TRUE
690,564,martinezlori@gmail.com,fv5z6bnc,aaptkq,866s0p6rq,1,card,VISA 13 digit,44,0,fulfilled,154,353.413.2223x82475,9ycz6r0ulpqtc04qxfke,d04c:1016:1b00:8a18:d9fc:5455:cae3:b97a,"PSC 1505, Box 0924
APO AP 49055",5,3,1,FALSE
29,23,johnlowery@gmail.com,300mewnx,kanub7,8xex97krx,0,card,VISA 16 digit,65,0,fulfilled,155,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,TRUE
320,236,johnlowery@gmail.com,m0vig74t,6p7c0x,opyep1aoj,0,card,VISA 16 digit,42,0,fulfilled,165,635.676.0955x524,969zz9zdj8z4gns4sx5p,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"548 Bryant Inlet
Veronicaside, OK 00522",4,4,2,TRUE
369,257,hughesjonathan@pena.org,3kwagzt0,kkj4g4,47ss4xvsx,0,card,Voyager,41,1,fulfilled,72,5514762453,ntjnc4h0ldd2yia6m7u6,5176:b1b5:d308:40b9:7c25:f5bf:4258:52d2,"7444 Shelby Fords Apt. 290
Rhondaland, AS 85277-9573",7,5,3,FALSE
300,234,johnlowery@gmail.com,qenelvvf,3ougge,opyep1aoj,0,card,VISA 16 digit,11,1,fulfilled,65,4712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,TRUE
554,428,hamiltonchristopher@yahoo.com,s4fv6dqi,xbxaz7,2syymyhn2,0,card,VISA 16 digit,39,0,fulfilled,118,(600)151-8836x7328,c9qyfs1gmssc5ia83wi0,117.6.168.209,"32609 Mark Vista Apt. 688
Huynhstad, MN 06562",2,1,3,FALSE
661,535,fharris@hotmail.com,ikfxbvy8,8sj7mh,orf4mjxo2,0,card,VISA 16 digit,48,0,failed,147,828.921.8126,vq9wb7q19vwuirk37dcn,1a1c:b6f1:5c57:e9b8:28c0:edc0:9935:e55a,"5434 Olivia Junctions Suite 109
Crosbymouth, KY 63938",4,2,1,FALSE
416,290,rbolton@hotmail.com,mco06mub,j5ssnn,895soyhh1,0,apple pay,VISA 13 digit,27,1,fulfilled,81,4454448537,znuylfikiuid1orrwsvt,911e:44d8:824c:85a3:ba7a:6513:8d40:c4c3,"150 Kenneth Bypass Apt. 791
Kevinton, VT 92488",5,4,3,FALSE
377,265,mgould@yahoo.com,vvo1vly6,umxpkn,x6zmw4nns,1,card,Diners Club / Carte Blanche,21,0,fulfilled,74,1-394-145-7899x0176,o7xocau2odnpc1so7ued,e85d:101b:e213:d8d0:8722:3fce:1e31:17f3,"19170 Hansen Throughway
Wilkersonville, PA 09423",5,4,2,FALSE
37,24,johnlowery@gmail.com,cfoevtai,kanub7,yxsf33ipw,0,bitcoin,Voyager,65,1,fulfilled,155,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,TRUE
566,440,ctaylor@yahoo.com,us3sl1w5,i1lv0z,cf3mkd213,0,card,JCB 16 digit,66,0,fulfilled,121,1-020-923-6697x8718,uu141ykhyig0cj3s98jr,dda2:66e0:4279:3c1b:ac29:4cbb:5ea3:c26b,"87096 Warren Turnpike
Howellview, WA 74727-2420",8,6,6,TRUE
785,605,johnlowery@gmail.com,xi23rned,jhaub8,xpd7j7c5g,0,card,JCB 16 digit,13,0,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,TRUE
52,26,johnlowery@gmail.com,crwqqfpi,7fs5td,yxsf33ipw,0,bitcoin,Voyager,68,0,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,TRUE
329,238,johnlowery@gmail.com,0ltw4chk,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,0,fulfilled,7,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,TRUE
656,530,brittany60@yahoo.com,dl1cdscx,wbvdcq,qp0jwedbw,0,card,VISA 13 digit,34,0,failed,146,(172)959-5151,55uutypnlt0dve5gnzpx,174.86.116.243,"603 Sophia Flat Suite 158
South Wandaland, PR 07273-7503",5,4,2,FALSE
576,450,mullenstephanie@yahoo.com,lxpd7329,480xpp,rz8r1tr8s,0,paypal,Mastercard,12,0,fulfilled,124,(616)674-0266x776,056bfyj4m7svmdeex8z1,50.190.231.22,"3483 Frank Estate Apt. 466
Thomasburgh, MP 54561-8178",3,3,2,FALSE
145,103,avaldez@gmail.com,j8cy8qqf,uotwbi,ogeeyw724,0,paypal,Maestro,19,1,fulfilled,26,203-573-2041,bwgvb5w8dm6upvi7ucqc,46.130.37.206,"304 Heather Fall
East Christina, UT 45880-4522",2,1,1,FALSE
216,154,johnlowery@gmail.com,bpvdqkr7,4x7vmr,tfff8yjzo,0,card,American Express,21,0,fulfilled,155,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,TRUE
417,291,rbolton@hotmail.com,lt32c5y7,pgpgct,895soyhh1,0,apple pay,VISA 13 digit,19,0,fulfilled,81,4454448537,znuylfikiuid1orrwsvt,911e:44d8:824c:85a3:ba7a:6513:8d40:c4c3,"150 Kenneth Bypass Apt. 791
Kevinton, VT 92488",5,4,3,FALSE
662,536,fharris@hotmail.com,t9235lna,8sj7mh,orf4mjxo2,0,card,VISA 16 digit,48,1,failed,147,828.921.8126,vq9wb7q19vwuirk37dcn,1a1c:b6f1:5c57:e9b8:28c0:edc0:9935:e55a,"5434 Olivia Junctions Suite 109
Crosbymouth, KY 63938",4,2,1,FALSE
489,363,david45@gmail.com,55dcono8,fc3nvv,tulie7ios,0,card,Diners Club / Carte Blanche,47,0,fulfilled,98,(508)223-3834,l6qv05oe0h0j78kx84ex,9d8d:535b:36fc:8773:bec0:8fa5:3206:4cb5,"5360 Adams Falls Suite 829
Hensleymouth, WV 86746-6334",10,8,5,TRUE
414,288,warrenedward@arnold.com,kaxr9ib2,mfgt1j,v50sqfm8h,1,card,American Express,11,0,fulfilled,80,201.737.5119x64000,6py7ewqjkxjw8zjl9eri,45.203.99.249,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",4,4,14,TRUE
617,491,lsanchez@hotmail.com,r8ka9avu,u5yw78,8iizua67d,0,card,Maestro,12,0,fulfilled,140,256720158,o9cdi8b4zhrzzvp0hl2f,49.219.239.140,"044 Ronnie Run
South Dawn, CA 49202-3034",5,4,2,FALSE
68,28,johnlowery@gmail.com,c5w6btep,lajvhn,8xex97krx,0,card,VISA 16 digit,55,0,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,TRUE
683,557,thomasryan@conrad.net,oys0c9e5,szs0n9,n5z9rxst8,0,apple pay,American Express,22,0,pending,152,1-192-434-2783,spoo36hycxgbo0y2tap7,3.225.227.70,"00373 Hicks Keys Suite 407
Millerside, HI 98544-8185",5,3,2,FALSE
106,64,dana09@yahoo.com,3cryzmi3,giqilg,ww9fq10ca,0,bitcoin,JCB 16 digit,12,0,fulfilled,16,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",6,3,2,FALSE
614,488,jenniferperry@hotmail.com,s0yyt7of,d67lcv,45ddgqcnf,0,card,Diners Club / Carte Blanche,30,0,failed,138,+27(2)4721167637,u4gxqno1iwgs4cn6502c,202.230.239.182,"16855 Lopez Tunnel
Port Stephanieville, PW 58997-9470",4,4,2,FALSE
460,334,marissacollins@mckinney.com,wkk02323,komvqe,5n1znn6g7,0,card,JCB 15 digit,33,0,fulfilled,92,9686705337,jx3d90d32iz1zlo5jntm,a2df:1771:97bf:98cb:3a4c:c7ec:a113:b080,"95667 Alex Burg
Greenton, NH 20710-0614",6,5,1,FALSE
192,150,brandon58@conner.com,lesb2kxu,v1sq5r,r0735q7at,0,card,JCB 15 digit,14,1,fulfilled,42,726-715-7429x06218,qywyyrk5r87k21ij3p62,225.62.150.241,"USS Barr
FPO AE 16052-3851",8,3,1,FALSE
147,105,blackjoel@wright.com,ueos82ny,f3zu8d,jud25x4mo,0,card,Maestro,45,0,fulfilled,27,621.591.0560,smxfahki83m4rgsvgvki,9717:f390:29c6:8d60:aee7:a054:1b90:9493,"Unit 0643 Box 8346
DPO AA 55632-6780",6,5,1,FALSE
677,551,1yf0@jedyz63t,i4edjdey,st9dv0,0l7kszls7,0,card,VISA 13 digit,12,1,fulfilled,151,463-609-3475,j3a0155srqw0yeqvbgps,1fe2:1fa3:2a6f:845d:1037:2dac:2831:9d50,"12350 Nicholas Greens
Lawsonborough, NC 70237-3962",10,5,4,TRUE
805,609,ethompson@jackson-sanders.com,1exu7d21,t76ess,oycs53i0s,0,card,Voyager,54,0,fulfilled,166,962.300.2250,navessqcnmc9csfjn5cj,203.246.172.244,"16953 Jennifer Springs
Kathybury, IL 02095-3215",8,6,6,TRUE
537,411,phillip89@gmail.com,5gbtznk4,6fzokb,0hxz5kbtr,0,card,JCB 15 digit,13,0,fulfilled,111,649-150-0665,jyk9fawabmu0yi4ee69q,2.47.31.110,"2672 Jeffrey Cove
Michaelport, ND 40991-4174",3,3,1,FALSE
708,568,johnlowery@gmail.com,gzs6it77,b8mpa4,hs3hemcz6,0,card,Maestro,22,1,fulfilled,7,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,TRUE
608,482,jordanthomas@hayes-wilson.biz,vn79akmv,anb5hm,fgfa24tpk,0,card,Mastercard,26,0,fulfilled,135,+36(0)4967812825,sfx5nec64m3aczye0lb4,227.48.202.65,"818 Andre Ferry
South Christopher, MA 53275",4,4,3,FALSE
778,604,johnlowery@gmail.com,qio8vvq7,vcyuse,j3foo2l16,0,card,JCB 16 digit,35,0,fulfilled,155,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,TRUE
89,47,christineklein@wright-boyd.org,fgobyd98,abc26t,9pfrhknoz,0,bitcoin,VISA 16 digit,10,0,fulfilled,12,897-464-6425x941,j8cp1uydkuyza2eo0mir,4304:521a:e1c3:766b:21f3:ac3:4ab2:5a2,"67636 Renee Islands Suite 307
Teresaview, ND 09042",4,4,3,FALSE
801,607,johnlowery@gmail.com,g3bqf8xd,tc712d,j3foo2l16,0,card,JCB 16 digit,27,0,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,TRUE
288,225,finleybrianna@yahoo.com,20fwt83g,9416gf,l1qil6tjh,0,card,American Express,41,0,fulfilled,63,255-915-9059x3369,m97tf30d9wpav4njjfbm,233.79.136.157,"445 Nicole Hollow
Carterton, FM 48532",7,4,1,FALSE
460,334,marissacollins@mckinney.com,wkk02323,komvqe,5n1znn6g7,0,card,JCB 15 digit,33,0,fulfilled,92,9686705337,jx3d90d32iz1zlo5jntm,a2df:1771:97bf:98cb:3a4c:c7ec:a113:b080,"95667 Alex Burg
Greenton, NH 20710-0614",6,5,1,FALSE
25,23,johnlowery@gmail.com,300mewnx,kanub7,8xex97krx,0,card,VISA 16 digit,65,0,fulfilled,45,+16(4)9016414340,cdx178qymd6vy77nm4x3,222.79.159.140,"77711 Pamela Ridge
New Kayla, IL 27182",3,2,1,TRUE
810,614,ethompson@jackson-sanders.com,yb9ejssg,zynstd,oycs53i0s,0,card,Voyager,64,0,fulfilled,166,962.300.2250,navessqcnmc9csfjn5cj,203.246.172.244,"16953 Jennifer Springs
Kathybury, IL 02095-3215",8,6,6,TRUE
703,567,johnlowery@gmail.com,ckvws967,b8mpa4,hs3hemcz6,0,card,Maestro,22,0,fulfilled,65,4712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,TRUE
771,603,sbrown@hughes.biz,iwe4sw3m,heeu8i,vmktpy2mv,0,card,Discover,27,0,fulfilled,164,(250)632-6631x02499,xgv918sclaz40qlp2fee,16.166.2.0,"9472 Pacheco Islands Suite 940
Drewburgh, AZ 04238",6,5,3,TRUE
184,142,mark02@young.com,xu7b9kcr,fq1ooh,w3c453rd8,0,card,Diners Club / Carte Blanche,39,0,fulfilled,39,(833)029-3127,iuaio7yeshnjtrqn6qc5,107.82.81.240,"229 Michelle Union Suite 692
Lake Sarahport, AS 45607",5,4,2,FALSE
567,441,ctaylor@yahoo.com,fmt8i50f,94aoa8,jjfiirq8l,0,card,JCB 16 digit,70,0,fulfilled,121,1-020-923-6697x8718,uu141ykhyig0cj3s98jr,dda2:66e0:4279:3c1b:ac29:4cbb:5ea3:c26b,"87096 Warren Turnpike
Howellview, WA 74727-2420",8,6,6,TRUE
295,232,suzanne21@gmail.com,95qmlxm7,910715,5i61lz4t2,0,bitcoin,Discover,24,0,fulfilled,64,1-043-962-2576,ewc3gyloi1ing9o64jpt,4834:7ccb:15de:9123:5658:42c3:cc50:79f,"398 Latasha Canyon
Kathyland, LA 36717-2161",5,3,2,TRUE
615,489,jenniferperry@hotmail.com,4ozk9f09,wpgaj2,islfepdzb,0,card,Voyager,19,0,failed,138,+27(2)4721167637,u4gxqno1iwgs4cn6502c,202.230.239.182,"16855 Lopez Tunnel
Port Stephanieville, PW 58997-9470",4,4,2,FALSE
162,120,catherine64@gmail.com,c2b8df2a,sd4v17,0tvw8yj4z,0,card,JCB 16 digit,58,0,fulfilled,29,563-396-2038x288,myjxxvd3jfn1eymfy50n,1289:d2a9:c65d:8fc7:7be4:129b:d7b:cf7b,"372 Michael Club Suite 553
Herrerafort, MH 52953",5,4,6,TRUE
517,391,tmcpherson@wright.com,7l217x0d,p3i7n9,w8f4lcsen,1,card,VISA 13 digit,36,0,fulfilled,103,1-804-264-1481x08539,ui77ukzr5lnqpajdk03u,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",13,8,1,TRUE
735,571,johnlowery@gmail.com,c5usmga3,oo68hd,hs3hemcz6,0,card,Maestro,34,0,fulfilled,65,4712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,TRUE
122,80,meganberry@clark.biz,o4z2x2e9,deh1ao,bcetnywn4,0,card,JCB 16 digit,42,1,fulfilled,19,1-991-846-6271x54037,2vpovzopjoqppeqfa5nw,73.182.31.59,"34944 Glenn Mountain
Sherryhaven, TN 36252",5,4,2,FALSE
473,347,vmiller@hotmail.com,0kkdyxv9,e4zp2d,syeg4jsea,0,card,JCB 16 digit,57,0,fulfilled,97,000-734-4774,b1tjk5s0j9ybj1qpt3ik,164.79.214.9,"PSC 9111, Box 9839
APO AA 57283-9646",10,8,1,TRUE
322,237,johnlowery@gmail.com,ao66pcnh,dd8z28,opyep1aoj,0,card,VISA 16 digit,37,0,fulfilled,40,737-377-9701x577,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,0,1,TRUE
109,67,dana09@yahoo.com,okdmow3s,g56nmt,1lejsiqz7,0,card,JCB 16 digit,33,1,fulfilled,16,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",6,3,2,FALSE
508,382,tmcpherson@wright.com,x84iyy6o,bve6ws,w8f4lcsen,1,card,VISA 13 digit,60,1,fulfilled,103,1-804-264-1481x08539,ui77ukzr5lnqpajdk03u,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",13,8,1,TRUE
22,22,samuel15@saunders-rhodes.com,lla8uo92,sq7rk9,je76d0ulj,0,apple pay,VISA 13 digit,40,0,fulfilled,6,5045239487,up7afvce5v0omniqlevq,33.67.35.30,"3960 Emily Fort
Staceytown, AR 21817-3325",2,1,2,TRUE
805,609,ethompson@jackson-sanders.com,1exu7d21,t76ess,oycs53i0s,0,card,Voyager,54,0,fulfilled,166,962.300.2250,navessqcnmc9csfjn5cj,203.246.172.244,"16953 Jennifer Springs
Kathybury, IL 02095-3215",8,6,6,TRUE
403,284,johnlowery@gmail.com,e93zwysp,p1yimo,a8dggs0xt,0,card,JCB 16 digit,34,0,fulfilled,7,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,TRUE
374,262,anthony04@gmail.com,kr4piaj6,4v3wor,sdu0pppij,1,card,Maestro,34,0,fulfilled,73,1-910-678-8300,pabten624qp5gacfxnxh,248.33.149.88,"412 Joshua Knoll Apt. 533
Davidland, ME 61496",2,2,1,FALSE
